"id_orig","id","toa","threshold","school","cohort","sch_type","female","hispanic","asian","sex_min"
"101_101010","101.101_101010",5,0,101,"C1-early","Other",0,0,0,0
"101_101014","101.101_101014",3,0,101,"C1-early","Other",0,0,0,1
"101_101030","101.101_101030",3,0,101,"C1-early","Other",0,0,0,0
"101_101038","101.101_101038",5,0,101,"C1-early","Other",0,0,0,1
"101_101042","101.101_101042",7,0,101,"C1-early","Other",0,0,0,0
"101_101056","101.101_101056",6,0,101,"C1-early","Other",0,0,0,1
"101_101070","101.101_101070",5,0.25,101,"C1-early","Other",0,1,0,1
"101_101071","101.101_101071",5,0,101,"C1-early","Other",0,0,0,0
"101_101072","101.101_101072",3,0,101,"C1-early","Other",0,1,0,0
"101_101078","101.101_101078",8,0,101,"C1-early","Other",0,0,0,0
"101_101102","101.101_101102",6,0,101,"C1-early","Other",0,0,0,1
"101_101105","101.101_101105",7,1,101,"C1-early","Other",0,0,0,0
"101_101107","101.101_101107",4,0,101,"C1-early","Other",0,0,0,0
"101_101119","101.101_101119",5,0,101,"C1-early","Other",0,0,0,0
"101_101121","101.101_101121",7,0.4,101,"C1-early","Other",0,0,0,0
"101_101138","101.101_101138",6,0.25,101,"C1-early","Other",0,0,0,0
"101_101144","101.101_101144",7,1,101,"C1-early","Other",0,1,0,0
"101_101151","101.101_101151",6,0,101,"C1-early","Other",0,0,0,0
"101_101155","101.101_101155",7,0,101,"C1-early","Other",0,0,0,0
"101_101167","101.101_101167",6,0.333333333333333,101,"C1-early","Other",0,0,0,1
"101_101169","101.101_101169",7,0,101,"C1-early","Other",0,0,0,1
"101_101170","101.101_101170",5,0.25,101,"C1-early","Other",0,0,0,1
"101_101172","101.101_101172",6,0,101,"C1-early","Other",0,0,0,0
"101_101184","101.101_101184",6,0,101,"C1-early","Other",0,0,0,0
"101_101256","101.101_101256",3,0,101,"C1-early","Other",0,0,0,0
"101_101313","101.101_101313",6,0,101,"C1-early","Other",0,0,0,0
"101_101322","101.101_101322",6,0,101,"C1-early","Other",0,0,0,1
"101_101335","101.101_101335",4,0,101,"C1-early","Other",0,0,0,0
"101_101336","101.101_101336",3,0.333333333333333,101,"C1-early","Other",0,0,0,1
"101_101350","101.101_101350",6,0,101,"C1-early","Other",0,0,0,0
"101_101365","101.101_101365",4,0,101,"C1-early","Other",0,0,0,1
"101_101394","101.101_101394",8,0,101,"C1-early","Other",0,1,0,1
"101_101397","101.101_101397",4,0.25,101,"C1-early","Other",0,0,0,0
"101_101403","101.101_101403",5,0,101,"C1-early","Other",0,0,0,1
"101_101415","101.101_101415",7,0,101,"C1-early","Other",0,0,0,1
"101_101425","101.101_101425",7,0.2,101,"C1-early","Other",0,0,0,0
"101_101450","101.101_101450",3,0,101,"C1-early","Other",0,1,0,0
"101_101470","101.101_101470",5,0,101,"C1-early","Other",0,0,0,0
"101_101471","101.101_101471",6,0,101,"C1-early","Other",0,0,0,0
"101_101473","101.101_101473",3,0,101,"C1-early","Other",0,1,0,0
"101_101502","101.101_101502",4,0,101,"C1-early","Other",0,1,0,1
"101_101511","101.101_101511",3,0,101,"C1-early","Other",0,0,0,1
"101_101522","101.101_101522",5,0,101,"C1-early","Other",0,0,0,1
"101_101525","101.101_101525",5,0.333333333333333,101,"C1-early","Other",0,0,0,0
"101_101527","101.101_101527",3,0,101,"C1-early","Other",0,0,0,0
"101_101544","101.101_101544",4,0,101,"C1-early","Other",0,0,0,0
"101_101551","101.101_101551",5,0,101,"C1-early","Other",0,1,0,1
"101_101562","101.101_101562",3,0.5,101,"C1-early","Other",0,1,0,0
"101_101569","101.101_101569",5,0,101,"C1-early","Other",0,1,0,1
"101_101596","101.101_101596",5,0,101,"C1-early","Other",0,0,1,0
"102_102009","102.102_102009",5,0,102,"C1-early","Hispanic-majority",0,0,0,0
"102_102012","102.102_102012",4,0,102,"C1-early","Hispanic-majority",0,0,0,0
"102_102020","102.102_102020",4,0,102,"C1-early","Hispanic-majority",0,0,0,0
"102_102026","102.102_102026",3,0,102,"C1-early","Hispanic-majority",0,1,0,0
"102_102043","102.102_102043",3,0,102,"C1-early","Hispanic-majority",0,0,0,1
"102_102054","102.102_102054",7,0,102,"C1-early","Hispanic-majority",0,0,0,0
"102_102074","102.102_102074",5,0,102,"C1-early","Hispanic-majority",0,1,0,1
"102_102102","102.102_102102",4,0,102,"C1-early","Hispanic-majority",0,0,0,0
"102_102117","102.102_102117",4,0,102,"C1-early","Hispanic-majority",0,0,0,0
"102_102139","102.102_102139",5,0.333333333333333,102,"C1-early","Hispanic-majority",0,0,0,1
"102_102142","102.102_102142",6,0,102,"C1-early","Hispanic-majority",0,1,0,0
"102_102164","102.102_102164",5,0.333333333333333,102,"C1-early","Hispanic-majority",0,0,0,0
"102_102175","102.102_102175",4,0,102,"C1-early","Hispanic-majority",0,0,0,0
"102_102226","102.102_102226",6,0,102,"C1-early","Hispanic-majority",0,0,0,1
"102_102235","102.102_102235",3,0,102,"C1-early","Hispanic-majority",0,0,0,0
"102_102245","102.102_102245",6,0,102,"C1-early","Hispanic-majority",0,1,0,0
"102_102271","102.102_102271",7,0,102,"C1-early","Hispanic-majority",0,0,0,0
"102_102281","102.102_102281",3,0,102,"C1-early","Hispanic-majority",0,1,0,1
"102_102287","102.102_102287",5,0.5,102,"C1-early","Hispanic-majority",0,1,0,1
"102_102293","102.102_102293",8,0,102,"C1-early","Hispanic-majority",0,0,0,0
"102_102304","102.102_102304",6,0,102,"C1-early","Hispanic-majority",0,0,0,0
"102_102314","102.102_102314",4,0,102,"C1-early","Hispanic-majority",0,0,0,0
"102_102346","102.102_102346",6,0,102,"C1-early","Hispanic-majority",0,1,0,0
"102_102354","102.102_102354",3,0,102,"C1-early","Hispanic-majority",0,1,0,0
"102_102371","102.102_102371",5,0,102,"C1-early","Hispanic-majority",0,0,0,1
"102_102376","102.102_102376",5,0,102,"C1-early","Hispanic-majority",0,1,0,1
"102_102384","102.102_102384",3,0,102,"C1-early","Hispanic-majority",0,1,0,0
"102_102402","102.102_102402",5,0,102,"C1-early","Hispanic-majority",0,1,0,1
"102_102427","102.102_102427",5,0,102,"C1-early","Hispanic-majority",0,0,0,0
"102_102433","102.102_102433",3,0,102,"C1-early","Hispanic-majority",0,1,0,1
"102_102458","102.102_102458",8,0,102,"C1-early","Hispanic-majority",0,1,0,1
"102_102481","102.102_102481",3,0,102,"C1-early","Hispanic-majority",0,1,0,0
"102_102496","102.102_102496",4,0,102,"C1-early","Hispanic-majority",0,1,0,0
"102_102503","102.102_102503",3,0,102,"C1-early","Hispanic-majority",0,0,0,1
"102_102521","102.102_102521",7,0,102,"C1-early","Hispanic-majority",0,0,0,0
"102_102522","102.102_102522",5,0,102,"C1-early","Hispanic-majority",0,1,0,0
"102_102531","102.102_102531",3,0,102,"C1-early","Hispanic-majority",0,0,0,0
"102_102546","102.102_102546",5,0,102,"C1-early","Hispanic-majority",0,1,0,0
"102_102564","102.102_102564",4,0,102,"C1-early","Hispanic-majority",0,0,0,0
"102_102621","102.102_102621",5,0,102,"C1-early","Hispanic-majority",0,0,0,0
"103_103071","103.103_103071",5,0,103,"C1-early","Asian-majority",0,0,0,0
"103_103103","103.103_103103",8,0,103,"C1-early","Asian-majority",0,0,0,0
"103_103127","103.103_103127",6,0,103,"C1-early","Asian-majority",0,0,0,0
"103_103147","103.103_103147",8,0,103,"C1-early","Asian-majority",0,0,0,0
"103_103150","103.103_103150",3,0,103,"C1-early","Asian-majority",0,1,0,0
"103_103153","103.103_103153",5,0,103,"C1-early","Asian-majority",0,0,0,1
"103_103154","103.103_103154",3,0,103,"C1-early","Asian-majority",0,0,0,0
"103_103220","103.103_103220",7,0,103,"C1-early","Asian-majority",0,0,0,0
"103_103233","103.103_103233",8,0,103,"C1-early","Asian-majority",0,0,0,0
"103_103261","103.103_103261",6,0,103,"C1-early","Asian-majority",0,0,0,0
"103_103273","103.103_103273",5,0,103,"C1-early","Asian-majority",0,0,0,0
"103_103286","103.103_103286",3,0,103,"C1-early","Asian-majority",0,0,1,0
"103_103301","103.103_103301",5,0.2,103,"C1-early","Asian-majority",0,0,0,0
"103_103343","103.103_103343",5,0,103,"C1-early","Asian-majority",0,0,0,0
"103_103354","103.103_103354",5,0,103,"C1-early","Asian-majority",0,0,0,0
"103_103372","103.103_103372",3,0,103,"C1-early","Asian-majority",0,0,0,0
"103_103403","103.103_103403",5,0,103,"C1-early","Asian-majority",0,0,0,0
"103_103418","103.103_103418",3,0,103,"C1-early","Asian-majority",0,0,0,0
"103_103435","103.103_103435",8,0.5,103,"C1-early","Asian-majority",0,0,0,0
"103_103439","103.103_103439",4,0,103,"C1-early","Asian-majority",0,0,0,1
"103_103442","103.103_103442",5,0,103,"C1-early","Asian-majority",0,0,0,1
"103_103451","103.103_103451",4,0,103,"C1-early","Asian-majority",0,1,0,0
"103_103457","103.103_103457",5,0,103,"C1-early","Asian-majority",0,0,0,0
"103_103506","103.103_103506",3,0,103,"C1-early","Asian-majority",0,0,0,0
"103_103512","103.103_103512",5,0,103,"C1-early","Asian-majority",0,1,0,0
"103_103516","103.103_103516",3,0,103,"C1-early","Asian-majority",0,1,0,0
"104_104006","104.104_104006",5,0,104,"C1-early","Other",0,0,0,1
"104_104008","104.104_104008",6,0,104,"C1-early","Other",0,0,0,0
"104_104018","104.104_104018",5,0,104,"C1-early","Other",0,0,0,1
"104_104021","104.104_104021",4,0,104,"C1-early","Other",0,0,0,0
"104_104024","104.104_104024",5,0,104,"C1-early","Other",0,0,0,0
"104_104027","104.104_104027",5,0.666666666666667,104,"C1-early","Other",0,1,0,0
"104_104037","104.104_104037",5,0.333333333333333,104,"C1-early","Other",0,0,0,0
"104_104044","104.104_104044",5,0.4,104,"C1-early","Other",0,0,0,0
"104_104054","104.104_104054",5,0.5,104,"C1-early","Other",0,0,0,0
"104_104066","104.104_104066",6,1,104,"C1-early","Other",0,1,0,1
"104_104068","104.104_104068",6,1,104,"C1-early","Other",0,0,0,0
"104_104081","104.104_104081",6,0,104,"C1-early","Other",0,0,0,1
"104_104082","104.104_104082",3,0,104,"C1-early","Other",0,1,0,1
"104_104091","104.104_104091",7,0.25,104,"C1-early","Other",0,0,0,1
"104_104092","104.104_104092",4,0,104,"C1-early","Other",0,0,0,0
"104_104093","104.104_104093",5,0.5,104,"C1-early","Other",0,0,0,0
"104_104100","104.104_104100",5,0,104,"C1-early","Other",0,1,0,0
"104_104103","104.104_104103",3,0.25,104,"C1-early","Other",0,0,0,1
"104_104123","104.104_104123",3,0.5,104,"C1-early","Other",0,1,0,0
"104_104126","104.104_104126",5,0.333333333333333,104,"C1-early","Other",0,0,0,0
"104_104132","104.104_104132",5,0,104,"C1-early","Other",0,0,1,0
"104_104133","104.104_104133",8,1,104,"C1-early","Other",0,0,0,1
"104_104134","104.104_104134",5,0,104,"C1-early","Other",0,0,0,0
"104_104135","104.104_104135",5,0,104,"C1-early","Other",0,1,0,0
"104_104136","104.104_104136",6,0.5,104,"C1-early","Other",0,0,0,0
"104_104139","104.104_104139",5,1,104,"C1-early","Other",0,0,0,1
"104_104140","104.104_104140",8,0,104,"C1-early","Other",0,0,0,0
"104_104147","104.104_104147",5,0,104,"C1-early","Other",0,0,0,0
"104_104158","104.104_104158",7,0.2,104,"C1-early","Other",0,0,0,1
"104_104159","104.104_104159",8,1,104,"C1-early","Other",0,0,0,0
"104_104162","104.104_104162",5,0,104,"C1-early","Other",0,0,0,0
"104_104168","104.104_104168",5,0.5,104,"C1-early","Other",0,0,0,0
"104_104205","104.104_104205",5,0,104,"C1-early","Other",0,0,0,0
"104_104213","104.104_104213",6,0.25,104,"C1-early","Other",0,0,0,0
"104_104214","104.104_104214",6,0,104,"C1-early","Other",0,1,0,0
"104_104217","104.104_104217",4,0,104,"C1-early","Other",0,0,0,0
"104_104227","104.104_104227",3,0,104,"C1-early","Other",0,0,0,0
"104_104237","104.104_104237",5,0.333333333333333,104,"C1-early","Other",0,0,0,1
"104_104242","104.104_104242",4,0,104,"C1-early","Other",0,1,0,0
"104_104243","104.104_104243",3,0,104,"C1-early","Other",0,0,0,0
"104_104254","104.104_104254",3,0,104,"C1-early","Other",0,0,0,1
"104_104265","104.104_104265",4,0,104,"C1-early","Other",0,1,0,1
"104_104288","104.104_104288",6,0.5,104,"C1-early","Other",0,0,0,0
"104_104299","104.104_104299",7,0,104,"C1-early","Other",0,0,0,0
"104_104311","104.104_104311",6,0.5,104,"C1-early","Other",0,0,0,0
"104_104323","104.104_104323",5,0,104,"C1-early","Other",0,0,0,0
"104_104331","104.104_104331",6,0,104,"C1-early","Other",0,0,0,1
"104_104334","104.104_104334",5,0.25,104,"C1-early","Other",0,0,0,0
"104_104339","104.104_104339",3,0.5,104,"C1-early","Other",0,0,0,1
"104_104344","104.104_104344",4,0,104,"C1-early","Other",0,0,0,1
"104_104349","104.104_104349",8,0,104,"C1-early","Other",0,0,0,0
"104_104363","104.104_104363",6,0,104,"C1-early","Other",0,0,0,0
"104_104364","104.104_104364",6,0,104,"C1-early","Other",0,0,0,0
"104_104366","104.104_104366",8,0.2,104,"C1-early","Other",0,0,0,0
"104_104379","104.104_104379",3,0,104,"C1-early","Other",0,1,0,1
"104_104381","104.104_104381",8,0.333333333333333,104,"C1-early","Other",0,0,0,0
"104_104393","104.104_104393",5,0.5,104,"C1-early","Other",0,0,0,0
"104_104394","104.104_104394",6,0.142857142857143,104,"C1-early","Other",0,0,0,1
"104_104396","104.104_104396",3,0,104,"C1-early","Other",0,0,0,0
"104_104401","104.104_104401",5,0.285714285714286,104,"C1-early","Other",0,0,0,1
"104_104402","104.104_104402",5,0.5,104,"C1-early","Other",0,0,0,0
"104_104406","104.104_104406",6,0.25,104,"C1-early","Other",0,0,0,0
"104_104408","104.104_104408",5,0,104,"C1-early","Other",0,0,0,1
"104_104409","104.104_104409",4,0,104,"C1-early","Other",0,1,0,1
"104_104411","104.104_104411",5,0.333333333333333,104,"C1-early","Other",0,0,0,0
"104_104424","104.104_104424",3,0.2,104,"C1-early","Other",0,0,0,1
"104_104436","104.104_104436",5,0,104,"C1-early","Other",0,0,0,1
"104_104437","104.104_104437",3,0,104,"C1-early","Other",0,0,0,1
"104_104442","104.104_104442",3,0,104,"C1-early","Other",0,1,0,0
"104_104448","104.104_104448",4,0,104,"C1-early","Other",0,0,0,1
"104_104455","104.104_104455",5,0,104,"C1-early","Other",0,0,0,1
"104_104458","104.104_104458",7,0.666666666666667,104,"C1-early","Other",0,0,0,0
"104_104462","104.104_104462",5,0,104,"C1-early","Other",0,0,0,1
"104_104475","104.104_104475",5,0.5,104,"C1-early","Other",0,1,0,0
"104_104480","104.104_104480",5,0.4,104,"C1-early","Other",0,0,0,1
"104_104487","104.104_104487",3,0,104,"C1-early","Other",0,0,0,0
"104_104497","104.104_104497",7,0,104,"C1-early","Other",0,0,0,0
"104_104509","104.104_104509",5,0,104,"C1-early","Other",0,0,0,0
"104_104515","104.104_104515",5,1,104,"C1-early","Other",0,0,0,1
"104_104527","104.104_104527",5,1,104,"C1-early","Other",0,0,0,0
"104_104531","104.104_104531",3,0,104,"C1-early","Other",0,0,0,0
"104_104545","104.104_104545",6,0,104,"C1-early","Other",0,0,0,0
"104_104549","104.104_104549",3,0,104,"C1-early","Other",0,0,0,0
"104_104551","104.104_104551",5,0,104,"C1-early","Other",0,1,0,0
"104_104559","104.104_104559",8,0,104,"C1-early","Other",0,0,0,0
"104_104565","104.104_104565",4,0.333333333333333,104,"C1-early","Other",0,0,0,1
"104_104572","104.104_104572",5,0.2,104,"C1-early","Other",0,0,0,1
"104_104579","104.104_104579",4,0,104,"C1-early","Other",0,0,0,0
"104_104583","104.104_104583",7,0.333333333333333,104,"C1-early","Other",0,0,0,0
"104_104594","104.104_104594",5,0,104,"C1-early","Other",0,0,0,0
"104_104607","104.104_104607",4,0,104,"C1-early","Other",0,0,0,1
"104_104609","104.104_104609",5,0.5,104,"C1-early","Other",0,0,0,0
"104_104610","104.104_104610",5,0.571428571428571,104,"C1-early","Other",0,0,0,1
"104_104615","104.104_104615",6,0.5,104,"C1-early","Other",0,0,0,0
"104_104630","104.104_104630",3,0,104,"C1-early","Other",0,0,0,0
"104_104634","104.104_104634",8,0.333333333333333,104,"C1-early","Other",0,0,0,1
"104_104666","104.104_104666",7,0,104,"C1-early","Other",0,1,0,0
"104_104670","104.104_104670",7,0,104,"C1-early","Other",0,0,1,0
"105_105038","105.105_105038",5,0,105,"C1-early","Asian-majority",0,0,0,0
"105_105045","105.105_105045",3,0.2,105,"C1-early","Asian-majority",0,1,0,1
"105_105081","105.105_105081",5,0,105,"C1-early","Asian-majority",0,0,0,1
"105_105083","105.105_105083",6,0,105,"C1-early","Asian-majority",0,0,1,0
"105_105089","105.105_105089",7,0,105,"C1-early","Asian-majority",0,0,0,1
"105_105101","105.105_105101",3,0,105,"C1-early","Asian-majority",0,0,0,0
"105_105118","105.105_105118",5,0.25,105,"C1-early","Asian-majority",0,1,0,1
"105_105137","105.105_105137",3,0.25,105,"C1-early","Asian-majority",0,1,0,0
"105_105146","105.105_105146",5,0,105,"C1-early","Asian-majority",0,0,0,0
"105_105148","105.105_105148",3,0,105,"C1-early","Asian-majority",0,1,0,0
"105_105149","105.105_105149",4,0,105,"C1-early","Asian-majority",0,0,0,0
"105_105152","105.105_105152",4,0,105,"C1-early","Asian-majority",0,0,0,0
"105_105162","105.105_105162",4,0.4,105,"C1-early","Asian-majority",0,0,0,1
"105_105164","105.105_105164",4,0.75,105,"C1-early","Asian-majority",0,0,0,0
"105_105167","105.105_105167",4,0,105,"C1-early","Asian-majority",0,0,0,0
"105_105191","105.105_105191",5,1,105,"C1-early","Asian-majority",0,1,0,0
"105_105193","105.105_105193",6,0,105,"C1-early","Asian-majority",0,0,0,0
"105_105196","105.105_105196",6,0,105,"C1-early","Asian-majority",0,0,0,0
"105_105198","105.105_105198",5,0,105,"C1-early","Asian-majority",0,0,0,0
"105_105205","105.105_105205",5,0.5,105,"C1-early","Asian-majority",0,0,0,1
"105_105231","105.105_105231",5,0,105,"C1-early","Asian-majority",0,0,0,0
"105_105312","105.105_105312",7,0,105,"C1-early","Asian-majority",0,0,1,1
"105_105313","105.105_105313",4,0,105,"C1-early","Asian-majority",0,0,0,0
"105_105314","105.105_105314",5,0,105,"C1-early","Asian-majority",0,0,0,1
"105_105335","105.105_105335",5,0.2,105,"C1-early","Asian-majority",0,0,0,1
"105_105339","105.105_105339",7,0,105,"C1-early","Asian-majority",0,0,1,0
"105_105359","105.105_105359",7,0.5,105,"C1-early","Asian-majority",0,1,0,1
"105_105363","105.105_105363",5,0,105,"C1-early","Asian-majority",0,0,0,1
"105_105388","105.105_105388",6,0,105,"C1-early","Asian-majority",0,0,0,0
"105_105398","105.105_105398",7,0,105,"C1-early","Asian-majority",0,0,0,0
"105_105401","105.105_105401",6,0,105,"C1-early","Asian-majority",0,0,0,0
"105_105403","105.105_105403",8,0.5,105,"C1-early","Asian-majority",0,0,0,1
"105_105420","105.105_105420",7,0,105,"C1-early","Asian-majority",0,0,0,0
"105_105425","105.105_105425",5,0,105,"C1-early","Asian-majority",0,0,0,0
"105_105426","105.105_105426",4,0,105,"C1-early","Asian-majority",0,0,0,0
"105_105451","105.105_105451",3,0,105,"C1-early","Asian-majority",0,1,0,0
"106_106015","106.106_106015",3,0,106,"C1-late","Hispanic-majority",0,1,0,0
"106_106021","106.106_106021",5,0,106,"C1-late","Hispanic-majority",0,1,0,0
"106_106029","106.106_106029",5,0,106,"C1-late","Hispanic-majority",0,0,0,0
"106_106046","106.106_106046",5,0,106,"C1-late","Hispanic-majority",0,1,0,1
"106_106073","106.106_106073",3,0,106,"C1-late","Hispanic-majority",0,1,0,0
"106_106076","106.106_106076",5,0,106,"C1-late","Hispanic-majority",0,1,0,1
"106_106093","106.106_106093",4,0,106,"C1-late","Hispanic-majority",0,1,0,0
"106_106108","106.106_106108",8,0.5,106,"C1-late","Hispanic-majority",0,1,0,0
"106_106118","106.106_106118",3,0,106,"C1-late","Hispanic-majority",0,1,0,0
"106_106121","106.106_106121",5,0,106,"C1-late","Hispanic-majority",0,0,0,0
"106_106123","106.106_106123",3,0,106,"C1-late","Hispanic-majority",0,1,0,0
"106_106128","106.106_106128",6,0,106,"C1-late","Hispanic-majority",0,1,0,0
"106_106130","106.106_106130",3,0,106,"C1-late","Hispanic-majority",0,1,0,1
"106_106140","106.106_106140",3,0,106,"C1-late","Hispanic-majority",0,1,0,1
"106_106148","106.106_106148",3,0,106,"C1-late","Hispanic-majority",0,1,0,1
"106_106157","106.106_106157",3,0,106,"C1-late","Hispanic-majority",0,1,0,0
"106_106165","106.106_106165",5,0.333333333333333,106,"C1-late","Hispanic-majority",0,1,0,1
"106_106180","106.106_106180",7,0,106,"C1-late","Hispanic-majority",0,1,0,0
"106_106218","106.106_106218",3,0,106,"C1-late","Hispanic-majority",0,1,0,1
"106_106223","106.106_106223",6,0,106,"C1-late","Hispanic-majority",0,1,0,0
"106_106233","106.106_106233",4,0.4,106,"C1-late","Hispanic-majority",0,1,0,0
"106_106257","106.106_106257",3,0,106,"C1-late","Hispanic-majority",0,1,0,0
"106_106263","106.106_106263",6,1,106,"C1-late","Hispanic-majority",0,1,0,1
"106_106277","106.106_106277",5,0,106,"C1-late","Hispanic-majority",0,1,0,0
"106_106282","106.106_106282",5,0,106,"C1-late","Hispanic-majority",0,1,0,1
"106_106285","106.106_106285",3,0,106,"C1-late","Hispanic-majority",0,1,0,0
"106_106306","106.106_106306",4,0,106,"C1-late","Hispanic-majority",0,1,0,0
"106_106311","106.106_106311",4,0,106,"C1-late","Hispanic-majority",0,1,0,1
"106_106320","106.106_106320",5,0,106,"C1-late","Hispanic-majority",0,1,0,0
"106_106333","106.106_106333",3,0,106,"C1-late","Hispanic-majority",0,1,0,0
"106_106344","106.106_106344",3,0.25,106,"C1-late","Hispanic-majority",0,1,0,0
"106_106354","106.106_106354",5,0,106,"C1-late","Hispanic-majority",0,1,0,1
"106_106364","106.106_106364",3,0,106,"C1-late","Hispanic-majority",0,1,0,0
"106_106378","106.106_106378",4,0,106,"C1-late","Hispanic-majority",0,1,0,0
"106_106380","106.106_106380",3,0,106,"C1-late","Hispanic-majority",0,1,0,0
"106_106381","106.106_106381",6,0.5,106,"C1-late","Hispanic-majority",0,0,0,0
"106_106385","106.106_106385",3,1,106,"C1-late","Hispanic-majority",0,1,0,0
"106_106389","106.106_106389",6,0,106,"C1-late","Hispanic-majority",0,1,0,1
"106_106390","106.106_106390",6,0,106,"C1-late","Hispanic-majority",0,1,0,0
"106_106394","106.106_106394",6,0,106,"C1-late","Hispanic-majority",0,1,0,0
"106_106420","106.106_106420",5,0,106,"C1-late","Hispanic-majority",0,0,0,1
"106_106445","106.106_106445",5,0.5,106,"C1-late","Hispanic-majority",0,1,0,0
"106_106448","106.106_106448",4,0,106,"C1-late","Hispanic-majority",0,1,0,1
"106_106470","106.106_106470",3,0,106,"C1-late","Hispanic-majority",0,1,0,0
"106_106475","106.106_106475",6,0,106,"C1-late","Hispanic-majority",0,1,0,1
"106_106496","106.106_106496",3,0,106,"C1-late","Hispanic-majority",0,1,0,1
"106_106521","106.106_106521",3,0,106,"C1-late","Hispanic-majority",0,1,0,1
"106_107053","106.106_107053",7,0.333333333333333,106,"C1-late","Hispanic-majority",0,0,0,0
"106_107094","106.106_107094",7,0,106,"C1-late","Hispanic-majority",0,0,0,0
"106_107165","106.106_107165",7,0,106,"C1-late","Hispanic-majority",0,0,0,0
"106_107217","106.106_107217",7,0,106,"C1-late","Hispanic-majority",0,0,0,0
"106_107450","106.106_107450",8,1,106,"C1-late","Hispanic-majority",0,0,0,0
"107_107021","107.107_107021",5,0,107,"C1-late","Hispanic-majority",0,1,0,0
"107_107022","107.107_107022",6,0.666666666666667,107,"C1-late","Hispanic-majority",0,1,0,1
"107_107030","107.107_107030",5,0,107,"C1-late","Hispanic-majority",0,1,0,0
"107_107031","107.107_107031",6,0.5,107,"C1-late","Hispanic-majority",0,1,0,0
"107_107034","107.107_107034",6,0.25,107,"C1-late","Hispanic-majority",0,0,0,0
"107_107040","107.107_107040",5,0.333333333333333,107,"C1-late","Hispanic-majority",0,1,0,0
"107_107045","107.107_107045",3,0,107,"C1-late","Hispanic-majority",0,1,0,0
"107_107046","107.107_107046",3,0,107,"C1-late","Hispanic-majority",0,0,0,0
"107_107059","107.107_107059",3,0,107,"C1-late","Hispanic-majority",0,1,0,0
"107_107062","107.107_107062",5,0,107,"C1-late","Hispanic-majority",0,1,0,1
"107_107067","107.107_107067",3,0.25,107,"C1-late","Hispanic-majority",0,1,0,0
"107_107088","107.107_107088",5,0.25,107,"C1-late","Hispanic-majority",0,1,0,0
"107_107095","107.107_107095",5,0,107,"C1-late","Hispanic-majority",0,1,0,0
"107_107097","107.107_107097",4,0,107,"C1-late","Hispanic-majority",0,1,0,0
"107_107100","107.107_107100",5,1,107,"C1-late","Hispanic-majority",0,0,0,0
"107_107101","107.107_107101",7,0.666666666666667,107,"C1-late","Hispanic-majority",0,1,0,0
"107_107104","107.107_107104",3,0.5,107,"C1-late","Hispanic-majority",0,1,0,1
"107_107121","107.107_107121",5,1,107,"C1-late","Hispanic-majority",0,0,0,0
"107_107135","107.107_107135",3,0,107,"C1-late","Hispanic-majority",0,1,0,1
"107_107144","107.107_107144",5,0,107,"C1-late","Hispanic-majority",0,0,0,0
"107_107153","107.107_107153",5,0.333333333333333,107,"C1-late","Hispanic-majority",0,1,0,0
"107_107154","107.107_107154",8,1,107,"C1-late","Hispanic-majority",0,1,0,0
"107_107177","107.107_107177",6,0,107,"C1-late","Hispanic-majority",0,1,0,0
"107_107187","107.107_107187",6,0,107,"C1-late","Hispanic-majority",0,1,0,1
"107_107188","107.107_107188",3,0,107,"C1-late","Hispanic-majority",0,0,0,1
"107_107190","107.107_107190",3,0,107,"C1-late","Hispanic-majority",0,1,0,1
"107_107193","107.107_107193",5,0.5,107,"C1-late","Hispanic-majority",0,1,0,0
"107_107196","107.107_107196",5,1,107,"C1-late","Hispanic-majority",0,1,0,0
"107_107198","107.107_107198",7,0,107,"C1-late","Hispanic-majority",0,0,0,0
"107_107211","107.107_107211",6,0.5,107,"C1-late","Hispanic-majority",0,1,0,0
"107_107219","107.107_107219",5,0.25,107,"C1-late","Hispanic-majority",0,1,0,0
"107_107225","107.107_107225",5,0,107,"C1-late","Hispanic-majority",0,1,0,0
"107_107226","107.107_107226",3,0,107,"C1-late","Hispanic-majority",0,1,0,0
"107_107235","107.107_107235",8,1,107,"C1-late","Hispanic-majority",0,1,0,0
"107_107239","107.107_107239",3,0,107,"C1-late","Hispanic-majority",0,1,0,1
"107_107251","107.107_107251",3,0,107,"C1-late","Hispanic-majority",0,1,0,0
"107_107252","107.107_107252",5,0,107,"C1-late","Hispanic-majority",0,1,0,0
"107_107258","107.107_107258",3,0,107,"C1-late","Hispanic-majority",0,1,0,0
"107_107263","107.107_107263",3,0,107,"C1-late","Hispanic-majority",0,1,0,0
"107_107265","107.107_107265",7,0,107,"C1-late","Hispanic-majority",0,1,0,0
"107_107269","107.107_107269",3,0,107,"C1-late","Hispanic-majority",0,0,0,0
"107_107271","107.107_107271",8,0,107,"C1-late","Hispanic-majority",0,1,0,0
"107_107273","107.107_107273",3,0,107,"C1-late","Hispanic-majority",0,1,0,0
"107_107281","107.107_107281",6,0.333333333333333,107,"C1-late","Hispanic-majority",0,1,0,0
"107_107289","107.107_107289",4,0,107,"C1-late","Hispanic-majority",0,0,0,0
"107_107291","107.107_107291",8,0,107,"C1-late","Hispanic-majority",0,0,0,0
"107_107292","107.107_107292",6,0.5,107,"C1-late","Hispanic-majority",0,1,0,1
"107_107294","107.107_107294",6,0.333333333333333,107,"C1-late","Hispanic-majority",0,1,0,0
